Nummer,Name,EW 31.12.2014,Status-Index                    (Klasse),,Dynamik-Index             (Klasse),,Status/Dynamik-Index                                                    (Gruppe),,S1,S2,S3,S4,D1,D2,D3,D4,S4 new,EW 31.12. 2014,zS1,zS2,zS3,zS4,Status-summe,Status-Index (standardisierte Statussumme),Zuordnung Klasse Status-Index ,zD1,zD2,zD3,zD4,Dynamik-summe,Dynamik-Index (standardisierte Dynamik-summe),Zuordnung Klasse Dynamik-Index ,K 01,K 02,K 03,K04,K 05,K16,K 06,K 17,K 07,K 08,K 14,K 15,K 09,K 10,K 11,K 12,K 13
06030501,Berlepschstraße,"5,582",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.68,1.04,3.92,10.20,-0.07,0.29,-0.22,-0.37,10.57,"5,582",-1.12,-1.16,-0.95,-0.90,-4.13,-1.07,hoch,0.60,1.23,-0.05,0.22,2.01,0.74,stabil,1.41,31.07,1.31,28.10,16.57,8.60,0.20,58.96,10.00,0.00,2.06,44.86,0.00,72.79,18.77,0.95,13.22
06030502,Zehlendorf Süd,"5,450",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.92,2.28,8.24,23.50,0.61,0.32,-1.63,-4.44,27.94,"5,450",-0.14,-0.12,-0.45,-0.24,-0.96,-0.25,mittel,1.27,1.28,-1.36,-1.14,0.05,0.02,stabil,4.09,40.65,3.39,37.69,19.08,8.72,0.94,43.79,21.17,0.00,1.95,38.67,0.00,58.48,24.16,3.39,5.40
06030503,Zehlendorf Mitte,"11,272",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.81,1.64,6.09,14.31,0.04,-0.12,-0.42,0.47,13.83,"11,272",-0.78,-0.66,-0.70,-0.70,-2.84,-0.74,mittel,0.71,0.39,-0.23,0.51,1.38,0.51,stabil,1.62,31.71,2.58,41.85,23.62,11.83,0.50,62.74,12.78,2.06,2.07,43.29,0.00,65.14,20.99,0.86,2.51
06030504,Teltower Damm,"10,958",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.16,0.72,2.92,6.26,0.18,-0.08,0.03,-0.02,6.28,"10,958",-1.27,-1.42,-1.07,-1.10,-4.87,-1.26,hoch,0.85,0.49,0.18,0.34,1.86,0.69,stabil,0.96,25.53,0.99,33.10,18.40,9.24,0.66,55.97,6.56,0.27,2.12,47.57,0.00,69.03,18.30,1.35,6.19
06030605,Botanischer Garten,"6,933",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5.56,2.22,5.50,14.25,0.22,0.25,-0.38,1.59,12.66,"6,933",-0.55,-0.18,-0.77,-0.70,-2.20,-0.57,mittel,0.89,1.15,-0.19,0.88,2.73,1.01,negativ,1.24,28.30,1.87,40.64,24.42,13.60,0.85,52.49,14.55,0.60,2.00,44.59,0.00,64.29,20.50,0.59,5.65
06030606,Hindenburgdamm,"5,275",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.93,2.74,7.89,18.03,-0.38,-0.58,-1.48,-3.27,21.31,"5,275",-0.14,0.26,-0.49,-0.51,-0.89,-0.23,mittel,0.30,-0.52,-1.22,-0.75,-2.19,-0.81,stabil,2.85,27.58,2.55,47.47,29.63,16.97,3.37,61.34,19.59,1.08,1.69,37.19,0.00,61.83,27.57,3.53,-0.72
06030607,Goerzwerke,"3,241",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.46,1.02,3.58,11.14,0.19,0.05,-0.08,0.60,10.54,"3,241",-1.18,-1.18,-0.99,-0.86,-4.21,-1.09,hoch,0.86,0.74,0.09,0.55,2.24,0.83,stabil,1.05,17.80,1.86,35.47,36.75,27.34,1.07,44.24,4.08,0.00,1.62,32.45,45.51,63.53,30.14,0.11,4.45
06030608,Schweizer Viertel,"11,970",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.25,1.12,2.02,2.34,-0.19,-0.05,-0.05,0.18,2.16,"11,970",-1.25,-1.09,-1.17,-1.29,-4.81,-1.24,hoch,0.48,0.54,0.12,0.41,1.54,0.57,stabil,1.08,16.36,1.07,35.35,21.93,10.08,1.03,56.97,4.95,0.24,1.92,44.26,0.00,63.22,24.92,2.75,11.96
06030609,Augustaplatz,"11,847",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.27,1.86,5.28,13.04,0.16,0.09,-0.22,1.66,11.38,"11,847",-0.64,-0.48,-0.80,-0.76,-2.67,-0.69,mittel,0.83,0.83,-0.04,0.90,2.52,0.93,stabil,1.60,28.29,1.47,33.94,20.82,11.51,0.75,53.96,16.97,4.06,2.01,45.12,0.00,65.48,20.34,1.14,3.14
06030610,Lichterfelde West,"8,159",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.34,1.18,3.05,4.96,-0.06,-0.02,-0.13,-0.66,5.62,"8,159",-1.22,-1.04,-1.05,-1.16,-4.48,-1.16,hoch,0.61,0.60,0.04,0.12,1.37,0.50,stabil,1.07,22.73,1.27,30.58,20.10,11.29,0.82,49.73,10.56,0.08,2.09,48.96,0.00,67.76,17.40,0.73,5.19
06040701,Wannsee,"9,631",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.90,0.81,2.32,3.84,0.01,0.14,-0.19,-0.18,4.02,"9,631",-1.35,-1.35,-1.14,-1.22,-5.06,-1.31,hoch,0.69,0.93,-0.01,0.29,1.89,0.70,stabil,1.10,20.77,1.38,27.13,16.86,8.80,-0.27,58.37,6.04,1.38,2.22,54.43,0.00,64.57,23.09,1.06,7.27
06040702,Düppel,"5,360",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.73,0.78,3.26,3.65,-0.08,-0.10,-0.53,-1.27,4.92,"5,360",-1.40,-1.38,-1.03,-1.23,-5.03,-1.30,hoch,0.59,0.44,-0.33,-0.08,0.63,0.23,stabil,1.75,21.51,2.48,31.13,18.40,7.80,-0.44,60.29,5.70,4.46,1.91,43.61,0.00,71.17,16.34,-0.26,2.66
06040703,Nikolassee,"10,716",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.98,0.88,2.41,4.01,0.21,0.30,-0.32,-0.30,4.31,"10,716",-1.33,-1.29,-1.13,-1.21,-4.96,-1.28,hoch,0.88,1.25,-0.14,0.25,2.23,0.82,stabil,0.78,22.43,1.54,27.44,23.25,15.47,0.18,60.31,2.65,2.66,2.10,50.94,0.00,63.63,33.28,0.69,9.02
06040804,Krumme Lanke,"7,483",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.78,0.87,1.43,2.46,0.24,0.05,-0.51,-0.71,3.17,"7,483",-1.39,-1.30,-1.24,-1.29,-5.22,-1.35,hoch,0.91,0.74,-0.31,0.11,1.44,0.53,stabil,0.43,24.43,0.84,24.92,15.42,8.27,-0.81,51.86,3.45,0.00,2.40,56.58,0.00,73.65,17.43,-0.38,1.87
06040805,Fischerhüttenstraße,"5,278",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.10,0.96,3.03,5.41,0.06,-0.10,-0.14,0.87,4.53,"5,278",-1.29,-1.23,-1.06,-1.14,-4.72,-1.22,hoch,0.73,0.44,0.03,0.64,1.84,0.68,stabil,0.00,24.90,1.39,33.98,18.81,9.78,-0.11,49.81,7.16,0.57,2.19,50.90,0.00,68.38,17.35,0.92,5.00
06040806,Fischtal,"7,227",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.24,1.12,2.68,3.59,0.13,0.35,-0.09,-0.64,4.23,"7,227",-1.25,-1.09,-1.10,-1.23,-4.67,-1.21,hoch,0.80,1.36,0.08,0.13,2.36,0.87,stabil,0.46,29.63,1.37,22.28,13.98,7.36,0.81,46.05,6.00,0.00,2.15,43.92,0.00,72.86,17.34,0.34,9.40
06040807,Zehlendorf Eiche,"5,753",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.24,1.25,4.12,6.15,0.31,-0.07,-0.48,-0.43,6.58,"5,753",-0.95,-0.98,-0.93,-1.10,-3.96,-1.03,hoch,0.98,0.51,-0.29,0.20,1.40,0.52,stabil,0.99,25.00,2.13,35.31,21.10,11.73,0.83,59.11,9.37,0.00,2.09,47.79,0.00,65.10,19.86,0.60,-2.13
06040808,Hüttenweg,"4,150",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.45,0.50,1.88,3.15,-0.21,-0.16,-0.96,-1.17,4.31,"4,150",-1.49,-1.61,-1.19,-1.25,-5.54,-1.43,hoch,0.47,0.32,-0.74,-0.04,0.00,0.00,stabil,1.02,24.12,1.74,47.35,35.30,14.24,-0.11,63.79,4.81,0.00,1.76,40.39,0.00,64.25,20.04,0.33,1.15
06040809,Thielallee,"4,969",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",1.49,0.20,1.57,1.84,-0.29,-0.23,0.07,0.43,1.41,"4,969",-1.78,-1.86,-1.22,-1.32,-6.18,-1.60,hoch,0.39,0.18,0.23,0.49,1.28,0.47,stabil,0.54,20.52,1.29,34.23,28.03,18.01,-0.03,59.89,1.37,0.00,2.09,52.54,0.00,68.34,20.10,0.22,0.23
06040810,Dahlem,"6,854",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",1.81,0.54,0.83,0.63,-0.07,0.06,-0.17,-0.10,0.73,"6,854",-1.68,-1.58,-1.31,-1.38,-5.94,-1.54,hoch,0.60,0.77,0.00,0.31,1.68,0.62,stabil,0.00,22.51,0.79,40.10,26.67,15.28,0.87,58.07,2.79,0.00,2.36,64.75,0.00,63.91,23.35,2.38,6.48
07010101,Wittenbergplatz/Viktoria-Luise-Platz,"9,397",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.19,2.40,10.57,19.37,0.08,-0.29,0.23,-0.58,19.95,"9,397",-0.06,-0.02,-0.19,-0.45,-0.72,-0.19,mittel,0.75,0.06,0.38,0.15,1.34,0.50,stabil,2.17,27.20,10.62,65.52,42.76,24.92,2.48,55.98,18.45,7.08,1.99,46.96,0.00,59.89,25.28,1.58,-4.19
07010102,Nollendorfplatz,"15,450",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.22,3.27,19.30,43.00,-0.17,-0.13,-1.85,-5.30,48.30,"15,450",0.54,0.71,0.82,0.73,2.80,0.73,mittel,0.51,0.37,-1.57,-1.43,-2.12,-0.78,stabil,4.96,29.02,19.47,78.42,51.60,30.84,1.17,66.42,31.95,17.75,1.81,40.00,20.00,59.96,27.10,1.28,0.43
07010103,Barbarossaplatz,"9,956",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.10,1.85,9.65,18.46,-0.53,0.00,-0.76,-1.79,20.25,"9,956",-0.39,-0.48,-0.29,-0.49,-1.66,-0.43,mittel,0.15,0.65,-0.54,-0.25,0.00,0.00,stabil,1.89,30.39,8.64,48.77,34.76,20.91,2.08,52.93,19.09,0.50,1.91,42.56,0.00,62.29,25.22,0.86,-1.57
07010104,Dennewitzplatz,"13,512",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.70,3.89,22.88,47.73,-0.61,-0.01,-1.47,-5.18,52.91,"13,512",0.99,1.22,1.24,0.96,4.41,1.14,niedrig,0.07,0.62,-1.21,-1.39,-1.91,-0.70,stabil,5.66,27.80,26.68,77.47,56.39,35.03,1.62,71.20,36.05,34.29,1.62,34.96,76.00,60.80,28.20,1.28,-2.42
07020201,Bayerischer Platz,"10,335",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.56,2.04,8.35,18.17,-0.04,-0.05,-0.44,-0.30,18.47,"10,335",-0.25,-0.32,-0.44,-0.51,-1.52,-0.39,mittel,0.64,0.55,-0.25,0.25,1.18,0.44,stabil,1.74,28.77,6.00,52.35,31.22,16.78,0.84,55.54,18.44,7.96,2.10,46.40,0.00,66.10,20.97,0.47,0.02
07020202,Volkspark (Rudolf-Wilde-Park),"9,832",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.76,2.31,11.75,27.63,0.11,-0.10,-1.07,-3.38,31.01,"9,832",0.11,-0.10,-0.05,-0.04,-0.08,-0.02,mittel,0.78,0.44,-0.83,-0.79,-0.40,-0.15,stabil,2.90,28.05,7.46,60.11,38.38,22.11,1.97,52.53,21.81,12.53,1.80,40.28,12.89,55.97,28.23,1.19,-4.54
07020203,Kaiser-Wilhelm-Platz,"17,298",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.34,2.83,14.41,29.69,-0.46,-0.09,-0.92,-2.71,32.40,"17,298",0.28,0.34,0.26,0.07,0.94,0.24,mittel,0.22,0.46,-0.70,-0.56,-0.58,-0.22,stabil,4.03,28.03,13.50,60.49,40.93,23.99,1.35,62.79,26.77,9.21,1.77,41.28,33.13,59.45,28.27,0.87,-1.74
07020204,Schöneberger Insel,"11,395",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.81,2.35,11.90,26.67,-0.32,-0.20,-1.07,-5.38,32.04,"11,395",0.12,-0.07,-0.03,-0.08,-0.06,-0.02,mittel,0.36,0.25,-0.84,-1.45,-1.68,-0.62,stabil,3.33,31.38,10.66,52.50,33.61,19.63,0.70,52.97,24.78,0.52,1.85,41.10,99.42,58.77,28.84,0.62,-4.58
07030301,Friedenau,"23,870",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.31,1.25,5.32,9.37,-0.15,-0.12,-0.20,-0.14,9.51,"23,870",-0.93,-0.98,-0.79,-0.94,-3.65,-0.94,mittel,0.52,0.40,-0.03,0.30,1.19,0.44,stabil,1.49,24.67,4.73,36.31,23.00,12.07,0.94,49.41,13.56,0.44,2.04,46.31,0.00,64.97,21.93,0.97,-0.78
07030302,Ceciliengärten,"9,151",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.06,1.68,6.79,11.97,-0.04,-0.13,-0.12,-1.04,13.01,"9,151",-0.70,-0.63,-0.62,-0.81,-2.77,-0.72,mittel,0.63,0.38,0.05,0.00,1.05,0.39,stabil,2.21,26.43,4.83,40.94,27.72,14.22,1.60,56.65,15.70,4.83,2.04,44.05,3.51,65.65,21.52,0.51,-0.84
07030303,Grazer Platz,"12,073",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.31,3.01,14.98,33.06,-0.63,-0.08,-1.50,-3.64,36.70,"12,073",0.27,0.49,0.32,0.23,1.32,0.34,mittel,0.05,0.47,-1.23,-0.87,-1.58,-0.58,stabil,4.08,31.97,7.16,62.49,40.03,20.13,0.47,68.77,31.83,0.29,1.81,37.23,10.37,64.55,21.23,0.29,-1.40
07040401,Neu-Tempelhof,"17,126",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.75,2.44,11.74,24.13,0.09,0.08,0.03,0.02,24.11,"17,126",0.10,0.01,-0.05,-0.21,-0.15,-0.04,mittel,0.76,0.80,0.19,0.35,2.10,0.77,stabil,4.15,28.37,5.43,49.69,33.78,16.24,1.00,61.65,24.02,34.58,1.73,38.90,3.28,64.50,19.58,2.07,3.85
07040402,Lindenhofsiedlung,"2,102",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.42,3.66,14.61,41.05,-1.95,-0.05,1.04,0.29,40.76,"2,102",0.61,1.03,0.28,0.63,2.54,0.66,mittel,-1.24,0.53,1.13,0.45,0.86,0.32,stabil,0.00,42.25,5.58,38.71,17.17,7.14,-0.22,62.67,33.33,0.00,2.06,35.02,47.19,64.13,20.61,3.85,-2.57
07040403,Manteuffelstraße,"23,418",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.57,2.89,14.37,38.16,-0.40,-0.22,-0.06,-0.48,38.63,"23,418",0.35,0.39,0.25,0.49,1.48,0.38,mittel,0.28,0.20,0.11,0.19,0.77,0.28,stabil,4.77,35.42,5.99,57.87,32.97,17.24,1.71,59.73,32.38,7.93,1.84,37.69,1.21,60.11,25.51,1.99,-0.69
07040404,Marienhöhe,"5,057",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.58,2.78,11.21,28.22,-0.28,0.28,-0.72,-2.24,30.47,"5,057",0.05,0.30,-0.11,-0.01,0.23,0.06,mittel,0.40,1.21,-0.51,-0.40,0.69,0.26,stabil,3.71,36.34,5.33,44.27,22.05,10.80,0.58,61.90,32.13,0.00,2.09,39.43,5.50,68.80,16.78,0.61,-2.68
07040405,Rathaus Tempelhof,"10,567",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.60,3.20,15.94,43.01,0.46,-0.17,0.14,-1.33,44.34,"10,567",0.66,0.65,0.43,0.73,2.47,0.64,mittel,1.13,0.30,0.29,-0.10,1.61,0.60,stabil,5.12,30.40,4.71,64.02,36.97,19.47,1.82,62.28,38.63,4.34,1.65,35.56,37.44,60.34,24.46,2.36,-2.51
07040406,Germaniagarten,"3,590",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",14.68,5.05,25.71,65.24,-0.84,-0.26,-0.74,-4.92,70.15,"3,590",2.18,2.20,1.56,1.83,7.77,2.01,sehr niedrig,-0.15,0.11,-0.53,-1.30,-1.87,-0.69,stabil,7.00,47.57,17.08,69.98,45.40,26.71,3.24,54.85,37.09,0.00,1.57,33.20,100.00,47.81,32.54,2.30,-3.01
07050501,Rathausstraße,"15,872",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.48,3.14,15.17,41.13,-0.57,-0.16,-0.38,-2.84,43.97,"15,872",0.62,0.59,0.35,0.63,2.20,0.57,mittel,0.11,0.33,-0.19,-0.60,-0.36,-0.13,stabil,6.38,32.30,5.90,63.61,34.43,16.77,1.90,59.38,34.38,9.06,1.82,36.55,35.75,61.64,22.39,1.31,-1.10
07050502,Fritz-Werner-Straße,"7,700",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",10.51,3.24,13.05,35.81,0.62,0.04,0.94,3.19,32.61,"7,700",0.93,0.68,0.10,0.37,2.08,0.54,mittel,1.28,0.72,1.04,1.42,4.46,1.64,negativ,7.34,33.22,3.32,58.07,30.53,16.10,2.59,53.71,34.33,11.76,1.75,36.18,84.17,58.37,23.84,1.72,0.67
07050503,Eisenacher Straße,"9,106",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.54,2.85,11.88,32.72,-0.37,-0.33,-0.47,-1.49,34.21,"9,106",0.34,0.35,-0.03,0.22,0.87,0.23,mittel,0.30,-0.04,-0.28,-0.15,-0.16,-0.06,stabil,4.12,35.06,4.21,52.44,27.41,12.87,1.68,58.96,32.25,1.65,1.87,36.76,73.01,65.52,19.64,1.31,-2.20
07050504,Imbrosweg,"5,480",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.14,3.19,12.92,29.23,0.70,0.54,-1.29,-4.41,33.64,"5,480",0.52,0.64,0.09,0.04,1.29,0.33,mittel,1.36,1.72,-1.04,-1.13,0.91,0.33,stabil,5.48,32.28,4.59,47.80,27.97,11.46,1.19,63.22,37.27,0.00,1.73,37.94,30.16,69.43,17.15,0.57,3.61
07050505,Hundsteinweg,"10,460",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.20,2.09,7.93,22.72,0.41,0.17,-0.79,-2.34,25.06,"10,460",-0.36,-0.28,-0.49,-0.28,-1.42,-0.37,mittel,1.07,0.98,-0.58,-0.44,1.04,0.38,stabil,2.71,24.63,2.66,44.76,23.55,9.71,0.97,66.44,26.88,6.73,1.82,39.08,10.51,69.11,16.07,1.34,0.72
07050506,Birnhornweg,"2,209",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",3.85,1.66,2.90,9.54,0.09,0.50,0.16,1.18,8.37,"2,209",-1.07,-0.64,-1.07,-0.94,-3.72,-0.96,mittel,0.76,1.66,0.31,0.74,3.46,1.28,negativ,1.98,16.27,0.00,37.89,19.69,7.88,0.96,55.75,14.93,0.00,2.15,48.54,0.00,73.03,15.38,0.43,6.15
07060601,Marienfelder Allee Nordwest,"9,901",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",10.24,3.16,17.66,41.05,1.53,0.43,3.23,9.19,31.87,"9,901",0.85,0.61,0.63,0.63,2.72,0.70,mittel,2.18,1.50,3.18,3.43,10.28,3.79,negativ,6.52,28.98,5.01,60.14,36.57,18.96,1.79,78.90,48.25,16.75,1.62,33.01,19.30,61.74,30.16,0.29,-3.08
07060602,Kirchstraße,"4,606",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",4.62,1.44,4.62,10.29,0.12,0.12,-0.11,1.99,8.31,"4,606",-0.84,-0.83,-0.87,-0.90,-3.43,-0.89,mittel,0.79,0.89,0.06,1.01,2.75,1.01,negativ,2.36,19.33,1.71,29.75,18.84,7.66,0.26,43.63,17.73,3.94,2.02,43.83,9.64,75.56,15.45,0.75,5.67
07060603,Marienfelde Nordost,"2,740",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",8.56,2.46,13.50,48.19,1.31,0.25,0.03,0.21,47.98,"2,740",0.34,0.03,0.15,0.98,1.51,0.39,mittel,1.96,1.14,0.19,0.42,3.71,1.37,negativ,7.17,32.55,1.63,69.79,30.88,12.66,2.02,63.40,47.21,0.00,1.82,38.10,99.89,72.46,16.59,0.94,5.88
07060604,Marienfelde Süd,"13,843",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.77,3.38,16.69,43.88,-0.39,-0.06,-0.56,0.37,43.51,"13,843",0.71,0.80,0.52,0.77,2.80,0.73,mittel,0.29,0.52,-0.36,0.47,0.92,0.34,stabil,5.43,32.93,5.74,52.94,32.18,10.57,0.34,54.14,42.20,43.68,1.80,37.56,76.05,63.15,21.36,1.68,3.89
07070701,Kettinger Straße/Schillerstraße,"10,408",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.15,1.70,5.88,17.63,-0.10,0.22,-0.32,1.16,16.48,"10,408",-0.68,-0.61,-0.73,-0.53,-2.55,-0.66,mittel,0.57,1.08,-0.14,0.74,2.25,0.83,stabil,2.78,25.71,1.81,34.62,17.29,7.32,0.73,54.46,28.72,6.42,2.04,43.72,47.67,70.48,16.05,0.89,5.22
07070702,Alt-Lichtenrade/Töpchiner Weg,"10,151",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.30,2.07,7.34,17.06,-0.26,-0.02,0.02,1.10,15.96,"10,151",-0.63,-0.30,-0.56,-0.56,-2.05,-0.53,mittel,0.42,0.61,0.18,0.72,1.92,0.71,stabil,3.07,27.43,2.58,31.18,16.03,5.75,1.09,51.03,29.45,11.20,2.03,43.90,17.12,70.40,16.81,0.06,2.54
07070703,John-Locke-Straße,"7,480",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.94,3.88,15.33,42.44,-0.79,-0.05,-0.46,0.31,42.13,"7,480",0.76,1.21,0.36,0.70,3.04,0.79,mittel,-0.10,0.53,-0.27,0.45,0.61,0.22,stabil,4.84,39.22,5.27,35.11,20.61,8.24,0.48,60.06,43.47,43.79,1.80,41.58,64.89,69.35,17.29,-1.64,-1.77
07070704,Nahariyastraße,"8,128",4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",12.81,4.40,23.49,59.50,0.97,-0.04,-0.15,1.88,57.62,"8,128",1.62,1.65,1.31,1.55,6.12,1.59,sehr niedrig,1.62,0.56,0.02,0.98,3.18,1.17,negativ,7.04,38.62,7.18,49.91,30.36,12.07,2.22,64.73,59.87,26.80,1.62,36.83,74.82,61.33,21.82,1.42,7.19
07070705,Franziusweg/ Rohrbachstraße,"7,008",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3.86,1.48,4.08,10.21,0.06,0.19,-0.33,-0.84,11.05,"7,008",-1.06,-0.80,-0.93,-0.90,-3.70,-0.96,mittel,0.73,1.01,-0.15,0.07,1.66,0.61,stabil,2.26,25.10,1.12,25.37,14.20,5.69,0.46,46.62,13.77,0.00,2.13,46.84,0.00,72.79,15.22,0.07,1.33
07070706,Horstwalder Straße/ Paplitzer Straße,"3,723",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.31,1.48,4.97,12.84,0.71,-0.30,-0.09,0.14,12.69,"3,723",-0.63,-0.79,-0.83,-0.77,-3.03,-0.78,mittel,1.37,0.02,0.08,0.40,1.87,0.69,stabil,1.32,24.46,1.58,28.23,12.79,6.72,3.83,58.40,11.95,0.00,1.93,41.86,0.00,64.69,20.55,2.44,9.58
07070707,Wittelsbacherstraße,"2,823",1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",3.00,1.23,2.94,9.85,0.21,-0.14,-0.26,3.63,6.21,"2,823",-1.32,-1.00,-1.07,-0.92,-4.31,-1.12,hoch,0.88,0.36,-0.08,1.57,2.71,1.00,negativ,0.00,21.56,0.00,22.52,11.41,5.74,1.06,50.00,14.93,0.00,2.37,52.28,17.11,77.75,14.61,0.90,9.35
08010115,Hasenheide,867,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",8.92,1.93,9.46,23.08,3.29,0.87,-2.14,0.07,23.01,867,0.45,-0.41,-0.31,-0.26,-0.54,-0.14,mittel,3.91,2.39,-1.83,0.37,4.84,1.78,negativ,9.86,22.89,0.00,46.15,40.25,24.91,4.32,52.31,18.91,0.00,1.62,39.38,99.65,60.88,29.30,0.87,-0.22
08010116,Wissmannstraße,"3,524",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",12.49,3.87,27.04,53.27,-1.36,-0.36,0.05,-3.47,56.74,"3,524",1.53,1.21,1.72,1.24,5.69,1.47,niedrig,-0.66,-0.10,0.20,-0.82,-1.37,-0.51,stabil,7.14,26.74,27.22,74.84,53.26,34.14,1.76,69.33,42.88,14.13,1.50,34.33,100.00,57.25,31.59,-0.38,-6.62
08010117,Schillerpromenade,"16,108",3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",10.99,3.19,22.38,54.68,-1.52,-0.71,-1.32,-4.42,59.09,"16,108",1.08,0.64,1.18,1.31,4.20,1.09,niedrig,-0.82,-0.79,-1.07,-1.13,-3.81,-1.41,positiv,5.22,31.53,18.27,72.90,48.57,33.16,1.38,53.42,30.02,6.46,1.58,33.33,100.00,52.13,38.63,0.48,-7.88
08010118,Silbersteinstraße,"11,773",4,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",11.75,3.87,30.74,69.14,-1.94,-0.59,-2.42,-3.12,72.25,"11,773",1.30,1.21,2.14,2.03,6.68,1.73,sehr niedrig,-1.23,-0.56,-2.10,-0.70,-4.59,-1.69,positiv,6.05,27.91,14.11,89.18,58.14,35.95,1.05,63.07,47.33,1.82,1.39,29.82,100.00,52.42,36.34,1.83,-3.91
08010211,Flughafenstraße,"10,204",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.41,3.18,24.04,60.83,-0.87,-0.04,-1.01,-3.92,64.75,"10,204",0.90,0.63,1.37,1.61,4.51,1.17,niedrig,-0.19,0.55,-0.78,-0.97,-1.38,-0.51,stabil,5.20,30.55,18.13,82.30,57.68,39.58,0.88,56.80,34.65,7.58,1.44,31.77,100.00,51.71,38.78,0.94,-9.19
08010212,Rollberg,"7,474",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.38,3.97,35.56,67.17,-1.44,-0.49,-0.77,-2.22,69.38,"7,474",1.49,1.29,2.70,1.93,7.41,1.92,sehr niedrig,-0.75,-0.35,-0.55,-0.39,-2.04,-0.75,stabil,6.84,26.61,21.97,90.01,65.47,33.81,0.46,73.13,52.42,67.50,1.18,29.97,100.00,62.35,24.75,0.46,-1.83
